site_no,site_name,window_label,enso_label,date,mean_daily_cfs,approval_status
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-10-23,0.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-11-21,8.21,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-10-29,0.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-12-22,10.6,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-01-29,32.3,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-02-15,49.3,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-10-14,0.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-12-30,22.9,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-12-05,4.95,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-12-19,9.83,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-01-16,26.8,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-11-23,4.33,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-10-27,0.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-02-23,22.8,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-01-13,24.2,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-01-22,44.4,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-11-20,9.81,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-12-26,17.5,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-12-27,26.6,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-12-01,6.01,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-10-12,0.0,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-01-17,22.5,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-02-14,64.7,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2024-01-31,29.8,Approved
08167500,"Guadalupe Rv nr Spring Branch, TX",DJF2024,2023-24 El Nino,2023-10-26,0.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-15,425.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-23,7020.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-12,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-16,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-14,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-20,315.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-23,590.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-10,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-21,300.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-17,385.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-22,525.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-28,880.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-07,350.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-21,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-30,2300.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-04,765.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-27,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-26,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-17,205.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-25,2500.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-04,880.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-02,248.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-30,1840.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-12,448.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-20,225.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-10,880.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-17,2200.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-10,498.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-31,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-26,1720.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-05,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-11,14000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-11,765.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-06,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-25,260.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-01,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-07,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-11,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-08,1020.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-16,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-31,2700.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-09,525.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-21,2000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-02,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-04,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-19,498.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-22,300.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-26,272.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-02,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-24,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-19,315.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-26,2600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-31,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-12,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-21,9820.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-02,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-09,350.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-17,2100.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-21,590.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-07,718.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-14,590.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-29,1600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-08,350.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-06,718.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-09,1600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-15,3280.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-11,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-16,405.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-18,1840.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-27,405.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-21,1600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-01,1600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-15,590.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-10,3520.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-04,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-22,2300.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-15,2500.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-19,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-26,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-26,765.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-22,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-12,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-14,4200.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-24,350.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-05,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-23,272.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-01,2100.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-18,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-07,205.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-18,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-24,4800.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-13,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-23,5280.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-16,2300.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-16,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-12,9820.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-23,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-09,205.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-17,765.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-01,1720.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-06,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-02,1100.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-18,1840.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-25,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-16,2600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-30,2400.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-22,13800.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-13,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-11,470.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-05,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-24,272.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-14,1840.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-13,1600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-09,2000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-29,1840.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-01,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-30,1490.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-09,880.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-12,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-03,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-13,6150.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-14,448.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-29,272.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-22,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-14,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-27,765.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-25,3400.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-08,195.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-27,1490.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-20,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-05,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-15,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-19,1840.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-19,1600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-05,630.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-13,425.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-08,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-05,718.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-24,11000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-15,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-06,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-03,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-08,590.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-28,1100.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-03,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-20,590.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-07,1020.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-04,205.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-28,2000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-18,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-07,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-18,225.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-25,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-28,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-27,2200.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-24,590.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-12-20,1720.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-23,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-03,368.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-19,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-03,765.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-06,630.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-03,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-10,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-10,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-11,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-11-29,1100.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-08,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-20,1600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-28,272.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-02-25,670.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-01,248.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-17,332.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-13,215.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-06,350.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-29,3280.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-02,1190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-10-28,1020.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-30,248.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1900-01-04,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1900,1899-1900 El Nino,1899-09-27,272.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-08,1010.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-22,1320.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-25,2020.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-26,1850.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-12,1380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-02,5160.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-27,6830.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-15,716.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-13,1030.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-15,1740.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-09,2780.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-27,1760.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-25,22800.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-03,312.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-21,1400.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-29,2830.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-24,7950.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-22,2860.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-22,132.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-30,8990.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-17,1850.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-02,3480.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-26,1040.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-20,3640.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-21,6060.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-29,5190.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-01-11,1110.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-10,2520.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-24,122.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-11,64700.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-09,840.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-01-13,1020.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-01-09,1240.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-10,810.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-16,8380.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-01-28,6240.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-01-02,2000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-05,168.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-11,1400.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-28,1650.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-19,424.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-10,123.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-21,138.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-10,50200.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-09-18,1010.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-06,1320.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-01-08,1300.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-25,23000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-12,2150.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-31,13400.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-11-08,17100.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-13,10000.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-01-18,4070.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-18,2040.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-27,15600.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-12-16,3700.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1919-02-06,6060.0,Approved
08158000,"Colorado Rv at Austin, TX",DJF1919,1918-19 El Nino,1918-10-15,19000.0,Approved
